33*,31*,29*,27*,25,25,23,22,20,19,18,17,15,14,12,11,10,8,7,6,5,3*,2,2*,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34*,33*,30*,28*,26,25,24,23,21,20,19,18,16,15,13,12,11,9,8,7,5,3*,3,2,2*,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35*,34*,31*,29*,27,24,24,24,22,21,19,18,17,15up,14,13,11,10,9,8,6,5,3*,3,2*,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36*,34*,32*,30*,28,24,24,24,23,22,20,18up,18,16up,15,14,12,11,10,8,7,6,5,3*,2,2*,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37*,36*,32*,31*,29*,24,24,24,23,23,21,19up,19,18,16,13up,13,12,11,9,8,7,5,3*,3,2,2*,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38*,37*,33*,32*,30,25,25,25,24,22,21up,20up,19,18,17,14up,13up,12up,10up,9up,8up,6up,5up,5,3*,3,2,2*,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39*,37*,34*,33*,31up,30up,28,27,26,23up,22up,21up,20,19,18,15up,14up,13up,11up,10up,9up,7up,6up,5up,4up,3*,3,2*,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
40*,39*,35*,34*,32up,31up,26,25,25,24up,23,22,21,20,19,16up,15up,14up,12up,11up,10up,8up,7up,6up,4up,3*,4,2,2*,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41*,40*,36*,35*,33up,32up,30up,27,26,25up,24,23,22,21,20,17up,16up,15up,13up,3up,11,9up,8up,7up,5up,4up,3*,2up,2,2*,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
42*,40*,37*,36*,23,23,23,23,23,23,22,22,22,22,20,18up,17up,16up,14up,13up,12,10up,9,8,6up,5up,4up,3*,2up,2,2*,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
43*,42*,38*,37*,35,34,25,25,24,23,23,23,23,22up,21,19up,18up,17,15up,14up,12up,11up,10,9,7up,6up,5up,3up,3*,2,2*,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
44*,43*,39*,38*,26,25,24,24,24,24,23,23,23,23,22,20up,19up,18,16up,15up,13up,12up,11,10,8up,7,6,4up,3*,3,2,2*,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
45*,43*,40*,39*,37up,36up,34up,33up,29,28,27,27,25,24up,23,21up,20,19,17up,16up,14up,12up,12,11,9,8,7,5up,4up,3*,2up,2,2*,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
46*,45*,41*,40*,38,37up,35up,34up,28,27,27,27,26,25up,24,22up,21,20,18up,17,15up,13up,12up,12,9up,9,7up,6,5up,4up,3*,2,2,2*,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
47*,46*,42*,41*,39up,38up,36up,35up,29,29,27,26,26,26,25,23up,22,21,18up,18,16up,14up,13up,12,10up,9up,8up,6up,5up,5,3*,3,2,2*,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
48*,46*,43*,42*,38,38,30,29,28,28,28,27,26,26,24,24,23,22,19up,18up,17up,15up,14up,13,11up,10up,9,7up,6up,5up,4up,3*,3,2,2*,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0
49*,48*,44*,43*,40,40,34,34,31,31,30,29,29,28up,27up,25up,24,23,20up,19up,18up,16up,15up,14,12up,11up,10,8up,7up,6,5up,4up,3*,2,2,2*,1,1,1,1,1,1,1,1,1,1,1,1,0,0
50*,49*,45*,44*,34,34,32,32,31,31,29,29,28,28,27,26up,25,24,21up,20up,19up,17up,16up,15,13up,12,11,9up,8up,7,5up,4up,3*,3,2,2,2*,1,1,1,1,1,1,1,1,1,1,1,1,0
